Aquinas | Cornerstone
Arkansas Tech | Hendrix
Texas A&M | Ark Little Rock
Pikeville | Asbury
Tuskegee | Auburn Mgomery
RI College | Bridgewater MA
Cabrini | Rosemont
California PA | Central St OH
Concordia TX | Schreiner
Northern Iowa | Creighton
CS Bakersfield | Whittier
Mitchell | Dean
Gettysburg | Frank & Marsh
Stony Brook | Ga Southern
Hamilton | SUNY Potsdam
Hartwick | Wells
Kean | NJ City
Lewis | Purdue Northwest
Lynn | Valdosta St
MA Liberal Arts | Mt Holyoke
Scranton | Marywood
Merchant Marine | Purchase
Randolph Col | Methodist
Vassar | Mt St Mary NY
S Carolina St | Presbyterian
Rowan | Rutgers-Camden
Louisiana Col | Birmingham So
Bowdoin | U New England
Middlebury | Castleton
Chr Brothers | Lane
Endicott | Keene St
Wesleyan CT | Medgar Evers
Milligan | Reinhardt
Misericordia | Staten Island
Tufts | Skidmore
West Florida | Spring Hill
UAB | Chicago St
Oral Roberts | Missouri KC
Abilene Chr | New Mexico St
BYU | Utah St
Bethel IN | Taylor IN
Dickinson St ND | MT St Northern
Mt Vernon Naz | Goshen
IN Wesleyan | Grace IN
S Georgia Tech | Albany Tech
Kansas City KS | Allen Co
Andrew Col | Lurleen Wallace
C Arizona | AZ Western
Three Rivers | Ark Baptist
St Petersburg | Barton Co
Baton Rouge CC | MS Delta
Bossier Parish | LSU-Eunice
Chattahoochee Val | Cent Georgia Tech
Chatt St Tech | Mid-South CC
W Oklahoma St | Clarendon
Snead St | Cleveland St CC
East Central CC | Coahoma CC
Pensacola St | Coastal AL-Mon
Cochise | Pima CC
Col Cent Florida | Indian River
Collin Co | Murray St CC
W Wyoming CC | Colorado NW
Redlands CC | Crowder
Lewis & Clark CC | Dyersburg St
S Union St | Enterprise St
Georgia Highlands | Gadsden St CC
Harford CC | Garrett
Hutchinson CC | Lamar CC
Independence CC | Labette CC
Midland TX | Jacksonville Col
John Logan | Kaskaskia
Morton | Kennedy-King
Trinidad St JC | Laramie Co
Marshalltown CC | Ellsworth CC
McCook CC | Cent CC-Columbus
Northeast CC | Southeast CC
Shelton St | NE MS CC
Lake Land IL | Olney
Wilbur Wright | Daley
Tallahassee CC | Santa Fe CC
SW Illinois | Shawnee CC
Vincennes | SE Illinois
N Arkansas | State Fair CC
Wabash Val | Volunteer St
Frederick CC | Allegany MD
Des Moines CC | Black Hawk-M
Brunswick CC | Lenoir CC
Cape Fear CC | Clinton JC
CCBC Catonsville | Howard CC MD
Southern MD | Cecil Col
Chand-Gilbert | South Mtn
Lake Co | S Suburban
CC of RI | Bunker Hill CC
Union Co | Co Col Morris
Onondaga CC | Erie CC
Mercer Co | Essex CC
Glendale AZ | Phoenix Col
Illinois Val | Prairie St
Owens CC | Kellogg CC
McHenry Co | Kishwaukee CC
Raritan Val | Lackawanna
Lakeland CC | Mercyhurst NE
Louisburg | Patrick Henry CC
Mesa CC | Tohono Oodham
Montgomery-R | Anne Arundel
Moraine Val | Rock Valley
Niagara Co | Finger Lakes CC
Triton Col | Oakton CC
Sullivan Co | Dutchess CC
Atlantic Cape CC | Ocean Co
Nassau CC | Bronx CC
Brookdale CC | Middlesex Co
Gloucester Co | Camden Co
Philadelphia CC | Luzerne Co CC
Hostos CC | Monroe-Bronx
Montgomery Co CC | Lehigh Carbon
Madison Col | Rochester C&T
Passaic Co | Sussex Co CC
Mid Am Nazarene | Benedictine KS
Williams Bap | Blue Mtn
Coastal GA | Edward Waters
Concordia NE | St Mary NE
Dakota Wesleyan | Jamestown
MI Dearborn | Northwestern OH
Point | TN Wesleyan
Gwynedd-Mercy | Arcadia
Becker | Lesley
CSU East Bay | Cal Maritime
Indiana PA | Cheyney St
Lee TN | Clark Atlanta
Colby | Thomas ME
College of NJ | R Stockton
Davenport | Olivet MI
Drew | PSU-Berks
Goucher | Notre Dame MD
S New Hampshire | Merrimack
Pace | St Rose
SC Aiken | Paine
Springfield | Williams
Reedley | Allan Hancock
Solano CC | Monterey Peninsula
Hastings | Bellevue
Bethany KS | Southwestern KS
Bethel TN | Fisk
Bluefield VA | Truett-McConnell
Georgetown KY | Brescia
Briar Cliff | Mt Marty
St Ambrose | Calumet-St Jos
Card Stritch | Trinity Chr
Evangel | Cent Methodist
Talladega | Cumberland TN
Dordt | Dakota St
Morningside | Doane
St Francis IL | Governors St
Harris-Stowe | Mt Mercy
Holy Cross IN | IN S Bend
Marian IN | Huntington
Sterling | KS Wesleyan
Rochester MI | Lourdes
Loyola NO | Southern N.O.
Tabor | McPherson
William Penn | Missouri Val
Mobile | Thomas GA
OK Wesleyan | St Mary KS
Roosevelt | Olivet Naz
Wm Jessup | Pacific Union
Miles CC | Gillette
Lincoln Trail | Rend Lake
Trinity Valley CC | Odessa
Joliet JC | Kankakee CC
Queensborough | Bor Manhattan
Elgin CC | Col of Dupage
Rainy River CC | Mesabi Range
Cuyahoga CC | CC Beaver Co
Orange Co | Rockland CC
Anderson SC | Erskine
Salem MA | Gordon
Guilford | Salem NC
Queens NC | North Greenville
Lakeland | WI Stevens Pt
Carleton MN | Dubuque
Widener | Neumann
Westminster MO | Central IA
C Missouri | Westminster UT
Centre | Spalding
Thomas Aquinas | Chaminade
St Marys TX | TX A&M Commerce
Augustana IL | Coe
Colorado Col | La Verne
Albright | Immaculata
Alma | Earlham
Emmanuel MA | Brandeis
Stevens Tech | FDU Madison
Ferrum | Averett
St Michaels | Franklin Pierce
Gust Adolphus | Buena Vista
WI Stout | Hamline
W Connecticut | Hunter
Benedictine IL | N Central IL
SW Minnesota | N Central MN
St Francis PA | Seton Hill
Dominican CA | S Francisco St
CS San Marcos | Point Loma
Lamar | Le Tourneau
Manhattanville | Baruch
T Jefferson | Shippensburg
Dominican NY | Queens NY
Rochester Tech | Brockport St
Bethel MN | WI River Falls
St Marys MN | St Scholastica
Mars Hill | Warren Wilson
Whitworth | Walla Walla
Greensboro | Piedmont Bap
Illinois Col | Lincoln Chr
PSU-Beaver | Geneva
Cedarville | Ohio Chr
Valley City St | Bemidji St
Stephens | Principia
Blackburn | R Morris Spfd
Wilkes | PSU Wilkes-Barre
WI LaCrosse | Viterbo
Berry | Toccoa Falls
S Indiana | IU Kokomo
John Brown | Jarvis Chr
Panhandle St | N New Mexico
Northwestern IA | Waldorf
Indiana Tech | Concordia MI
Brenau | Columbia Intl
Bryan | Union KY
Clarke | Grand View
Graceland | Culver-Stockton
Friends | Ottawa KS
R Morris Chi | Judson IL
San Diego Chr | La Sierra
Montreat | St Andrews
Spring Arbor | St Francis IN
Faulkner | Pensacola Chr
Eastern Arizona | Scottsdale CC
LIU Post | Caldwell
Bethel KS | Avila
J&W FL | Florida National
Life | Voorhees
Meridian CC | Southern-Shreve
San Joaquin Delta | Skyline
Morehead St | Alice Lloyd
Montana | Providence GF
Anderson IN | St Marys IN
UT Tyler | Texas Col
Wake Tech | Guilford Tech CC
Hudson Val | Ulster Co
Moberly Area | MCC Maple Woods
Suffolk Co-Selden | Kingsborough
Peninsula | Lower Columbia
Umpqua CC | Shasta Col
Villa Maria | SUNY-Delhi
Jefferson CC | Davis
PSU-Lehigh Val | Northampton CC
UC Merced | Westcliff
Utah Valley | Arizona Chr
Benedict | Augusta
Belmont | N Kentucky
Lehigh | Binghamton
Heidelberg | Bluffton
Bowie St | Felician
SW Oklahoma | Cameron
Colgate | Canisius
UNC Asheville | Davidson
Dayton | Toledo
Iowa St | E Michigan
Findlay | Urbana
Mississippi St | Furman
Kansas | George Mason
Hartford | Harvard
Houston Bap | Howard Payne
Indianapolis | Lake Superior
Knox | Rockford
Northeastern | New Hampshire
OH Dominican | Saginaw Val
Oklahoma St | Samford
Virginia Union | Palm Beach Atl
West Liberty | W Salem St
Cincinnati | Yale
Houston | Columbia
CS Poly Pomona | Concordia CA
Penn St | North Dakota
Providence | Sacred Heart
Xavier | Wake Forest
Air Force | Army
Monmouth NJ | Albany NY
Utah | E Washington
Holy Cross | Rhode Island
Tarleton St | Lubbock Chr
Chowan | Limestone
C Washington | Holy Names
Indiana | Florida
Vanderbilt | Tennessee St
Henderson St | Rogers St
Weber St | Incarnate Word
KY Wesleyan | Lane
Malone | Salem WV
C Michigan | UCF
Chattanooga | Liberty
MTSU | MS Valley St
South Dakota | Wichita St
Dakota Wesleyan | Presentation
FL Memorial | Xavier LA
FL Southwestern | Broward CC
Chipola | Palm Beach St
Redlands CC | Coffeyville CC
Connors St | Neosho Co
East Georgia Col | So Crescent Tech
Iowa Western CC | Mineral Area
StL CC-Meramec | Jefferson Col
ND St Science | Northland CTC
N Central MO | Southwestern CC
Central Lakes | St Cloud Tech
Livingstone | Belmont Abbey
Grove City | Medaille
Walsh | Slippery Rock
Cerritos Col | Rio Hondo
Glendale CA | Chaffey
El Camino Col | Cypress
Diablo Val | Foothill Col
Yuba | Gavilan
Dillard | St Thomas TX
Menlo | Southern Oregon
Wayland | N New Mexico
Caltech | Dallas Univ
Willamette | Cal Lutheran
Chaminade | Minot St
UT Dallas | SW Univ TX
Grinnell | Iowa Wesleyan
Lincoln MO | McKendree
Westminster UT | Missouri S&T
MO St Louis | Kentucky St
NYIT | Bloomfield
Trinity IL | Carroll WI
Eastern Oregon | Wiley
Antelope Val | Life Pacific
Tyler JC | Grayson Co JC
Lincoln Col | Indiana-East
LSU-Alexandria | McNeese St
Mission | San Jose City Col
New Haven | PR Bayamon
St Clair | Lambton
Humber | UT-Mississauga
Cal Maritime | Westcliff
Drake | Rutgers
Tampa | Gannon
Kentucky | South Florida
NC State | Michigan St
Minot St | NW Oklahoma St
Connecticut | Mississippi
DePaul | Princeton
Notre Dame | Gonzaga
Syracuse | Kansas St
Idaho St | Kennesaw
UAB | Oklahoma
South Carolina | ETSU
Oregon St | WKU
North Carolina | UCLA
Georgia | Morgan St
Tennessee | Clemson
Georgia Tech | G Washington
St Johns | Purdue
J&W FL | Virgin Islands
C Oklahoma | Augustana SD
New Haven | Upper Iowa
Concordia QC | McGill
Gannon | AK Fairbanks
Alabama | Grambling
Alverno | Crown MN
Mesa St | Arizona Chr
Louisville | Arizona St
NW Nazarene | Azusa Pacific
Biola | NE Oklahoma
Boise St | Idaho
Bradley | Delaware
Brown | Fairfield
Bucknell | Massachusetts
Buffalo | Georgetown
California | Tulane
Illinois | Cal Poly
NW Oklahoma St | Chaminade
Chapman | Elmhurst
Colorado Mines | Texas A&M Intl
Concordia SP | N Michigan
Minnesota | Cornell
CS Northridge | Washington St
E New Mexico | CSU-Pueblo
Eckerd | Daemen
Truman St | Davenport
Drury | Lindenwood
East Central OK | Northern St SD
Stanford | FL Gulf Coast
Le Moyne | FL Southern
Indiana St | Grand Canyon
NC State | G Washington
S Illinois | Hartford
Harvard | Jacksonville St
Simon Fraser | Hawaii Pacific
Iowa | West Virginia
Marist | Stetson
Moorhead St | Metro St
Michigan | Missouri
MN Crookston | St Martins
Washburn | Montevallo
N Colorado | San Francisco
W Texas A&M | NM Highlands
North Carolina | South Florida
Wm Jewell | NW Missouri
Oregon | UC Riverside
Regis CO | Permian Basin
Texas | Quinnipiac
Radford | Temple
VA Commonwealth | Weber St
Vermont | Wagner
Western St CO | W New Mexico
Baylor | S Dakota St
San Diego St | Cal Baptist
Pepperdine | CS Sacramento
Denver | Lamar
DePaul | Kansas St
Drexel | Siena
Fresno St | UT Arlington
IUPUI | UT San Antonio
Northern Iowa | Long Beach St
Northern Arizona | Loy Marymount
Purdue | Mississippi
Pacific | N Dakota St
Ohio | St Bonaventure
Syracuse | Princeton
UC Davis | Southern Utah
USC | Utah St
Yale | Youngstown St
AK Anchorage | Florida Tech
Coastal Car | Bowling Green
Washington | Duke
George Mason | Missouri KC
Rice | Georgia St
Humboldt St | Sonoma St
Michigan St | Kennesaw
Miami FL | Nebraska
Virginia Union | Nova SE
Troy | Sam Houston St
Wright St | Hofstra
UC Irvine | LIU Brooklyn
Memphis | Mercer
Arizona | S Carolina St
Texas A&M | Arkansas St
San Diego | Cleveland St
Pomona Pitzer | College of NJ
FL Atlantic | Lafayette
Univ Sciences | Hillsdale
Puget Sound | Warner Pacific
SMU | Robert Morris
St Marys CA | WI Milwaukee
Kentucky | UCLA
W Washington | Mary ND
Nicholls St | UTEP
Wyoming | North Texas
Trinity TX | Sul Ross
Fordham | Ball St
Florida Intl | Florida A&M
Florida St | E Kentucky
Wisconsin | Pittsburgh
Georgia Tech | Idaho St
Southern Miss | MS Valley St
Connecticut | St Johns
Arkansas | Tennessee St
BYU | TCU
American Univ | Hawaii
Southeastern FL | Taylor IN
Anoka Ramsey | AZ Western
Eastern Utah | Casper College
Cent Wyoming | Colorado NW
Georgia Highlands | Cleveland St CC
Coastal Bend | Frank Phillips
Southern Idaho | Dawson CC
Tyler JC | Collin Co
Dodge City CC | Moberly Area
Eastern OK St | Jacksonville Col
Panola | Garden City CC
State Fair CC | Highland CC IL
New Mexico JC | Hill Col
Howard Col | Lamar CC
Trinity Valley CC | Independence CC
Kilgore | Seminole St
Sheridan WY | Lake Region
Laramie Co | Northwest KS Tech
Williston St | Northwest WY
NW Florida St | Walters St
W Nebraska CC | Trinidad St JC
South Plains | Grayson Co JC
Hastings | Aquinas
OK City | Dillard
Our Lady Lake | Edward Waters
Barry | AL Huntsville
Campbell | NE Omaha
C Oklahoma | New Haven
S Francisco St | CS Monterey Bay
Col of the Canyons | Taft CC
Mt San Antonio | Laney
Santa Monica Col | Long Beach City Col
Ventura Col | Ohlone
Lubbock Chr | Kutztown
Marian IN | FL Memorial
Southern Oregon | Lewis-Clark ID
Eastern Oregon | Paul Quinn
Xavier LA | Virgin Islands
Gadsden St CC | Roane St
Claremont M.S. | Dallas Univ
Emporia St | Arkansas-FS
Winona St | Colorado Chr
Colorado Col | St Olaf
Colorado | Nevada
Abilene Chr | TX Southern
Newman | Maryville MO
Maryland | Morgan St
MT St-Billings | Valley City St
Carlow | J&W FL
Haskell | Doane
Freed-Hardeman | Talladega
E Texas Bap | J&W CO
Columbia MO | Campbellsville
Vanguard | Lindenwood-Belle
Siena Hts | Wright St-Lake
Gonzaga | Rutgers
WKU | ETSU
Clemson | Oklahoma
Notre Dame | Drake
Oregon St | South Carolina
Mid Am Nazarene | Shawnee St
St Marys TX | C Missouri
Augustana SD | PR Bayamon
Snow Col | Chand-Gilbert
SAU Tech | SW Chr TX
Salt Lake CC | Bellevue CC
SW Oregon CC | Clackamas CC
Umpqua CC | Mt Hood CC
Pierce CC | Olympic
Treasure Val CC | MN St CTC
Thompson Riv | UBC-Okanagan
Dalhousie | St Marys NS
Laurier | Laurentian
Lakehead | Queens ON
Toronto | Western ON
Waterloo | Nipissing
Ottawa ON | McMaster
Carleton ON | Brock
Ryerson | Windsor
Saskatchewan | Brandon
Calgary | Manitoba
Winnipeg | Univ Lethbridge
Grant MacEwan | Mt Royal
Fraser Val | Northern BC
Victoria | Trinity Western
Seneca | Loyalist
Algonquin | Georgian
N Alberta Tech | Keyano
Concordia AB | Grande Prairie
Briercrest | Ambrose
Medicine Hat | St Marys AB
Olds | S Alberta Tech
Abilene Chr | UTEP
Northeastern | Air Force
Tampa | AK Fairbanks
Hilbert | Alfred St
St Vincent | Allegheny
Stanford | American Univ
E Nazarene | Anna Maria
Western St CO | Arizona Chr
Arizona St | S Illinois
East Central OK | Arkansas-FS
Ashland | Missouri S&T
Augsburg | WI Platteville
Augustana IL | Webster Univ
WI Lutheran | Aurora
Austin Col | UT Dallas
NE Oklahoma | Azusa Pacific
Bellarmine | Michigan Tech
Berea | North Park
LaGrange | Berry
NW Nazarene | Biola
Converse | Bluefield WV
Boise St | Northern Iowa
Massachusetts | Brown
Bucknell | Fairfield
Buffalo | S Dakota St
Cal St-LA | CS Stanislaus
Harding | Cameron
Carroll WI | Ripon
NE Kearney | Chadron St
Tennessee Tech | Charleston So
Claflin | Shaw NC
Tulane | Cleveland St
Furman | Col Charleston
Moorhead St | Colorado Chr
Colorado Mines | Permian Basin
Lawrence | Crown MN
CS Sacramento | Illinois
W Texas A&M | CSU-Pueblo
FL Southern | Daemen
MTSU | Dartmouth
Drury | Davenport
Davidson | William & Mary
WI Green Bay | Dayton
Detroit | Manhattan
Le Moyne | Eckerd
Elmhurst | Redlands
Transylvania | Emory
Emporia St | Northern St SD
FL Gulf Coast | Hawaii
Simon Fraser | Florida Tech
Trine | Frostburg St
Maryland | Georgia
Grand Canyon | LIU Brooklyn
NE Wesleyan | Grinnell
Hardin-Simmons | TX Lutheran
Louisville | Hartford
Marietta | Hiram
Texas Tech | Houston Bap
Mt Olive | JC Smith
John Jay | St Josephs LI
Manchester | Kalamazoo
Kansas St | Princeton
Kentucky | North Carolina
Ohio | Lamar
Newberry | Lees-McRae
Lehigh | Norfolk St
UC Santa Cruz | Lewis & Clark
Lindenwood | Truman St
Northwestern LA | Loyola NO
Mary Baldwin | York NY
Maryville MO | Washburn
Whitman | McMurry
Mesa St | W New Mexico
Metro St | Winona St
Milwaukee Eng | Rockford
Misericordia | Salve Regina
MN Morris | WI Eau Claire
South Dakota | Montana
Newman | Montevallo
Wm Jewell | MO Western
Mt St Marys | Towson
Oberlin | Muskingum
Wilmington OH | N Central IL
North Alabama | SE Missouri St
Oglethorpe | Piedmont
Ohio Northern | Ohio Wesleyan
SW Oklahoma | Oklahoma Chr
Oral Roberts | Texas St
Spalding | Otterbein
Waynesburg | Pitt-Greensburg
Regis CO | Texas A&M Intl
Washington StL | Rose-Hulman
St Edwards | TX A&M Kville
Wright St | Stetson
WI Milwaukee | UC Riverside
Baylor | Georgetown
Pepperdine | Cal Poly
C Michigan | Virginia
Connecticut | Purdue
Portland | CS Fullerton
Denver | St Bonaventure
Syracuse | DePaul
New Mexico | Houston
Long Beach St | Idaho
Marquette | IL Chicago
Wichita St | Louisiana Tech
SC Upstate | NC Central
TCU | San Diego St
Virginia Tech | Villanova
St Marys MN | Bethany Luth
SIUE | PFW
Pac Lutheran | Warner Pacific
AK Anchorage | Hawaii Pacific
Nova SE | AL Huntsville
Chattanooga | St Louis
Fort Hays St | Col Springs
UC San Diego | CS Chico
Sonoma St | CS Monterey Bay
Maine | NC A&T
Portland St | Seattle
Sam Houston St | Southern Miss
WI LaCrosse | Finlandia
Boston College | Loyola MD
Monmouth IL | Buena Vista
Cincinnati | Lipscomb
East Carolina | Wake Forest
Marist | Hofstra
UC Irvine | Indiana St
Albright | Rowan
California | San Diego
San Jose St | CS Bakersfield
Dean | S Vermont
Purdue Northwest | IL Springfield
S Indiana | Lake Erie
Rogers St | OK Baptist
Sul Ross | Schreiner
Oregon | St Marys CA
Bentley | Bridgeport
Old Dominion | Jacksonville
Lasell | Medgar Evers
Mary ND | St Martins
North Texas | N Dakota St
South Florida | UCLA
Rider | St Josephs PA
NJIT | W Carolina
Penn | Navy
UCF | Richmond
SF Austin | Tulsa
Mississippi St | Jackson St
Charlotte | Liberty
Santa Clara | Missouri St
St Johns | Mississippi
Pacific | Wyoming
BYU | Cal Baptist
Pittsburgh | Arkansas
Rocky Mtn | Dickinson St ND
Webber | Mayville St
East Georgia Col | Albany Tech
Fort Scott CC | Allen Co
Chipola | Broward CC
Salt Lake CC | Casper College
Pensacola St | Cleveland St CC
Iowa Western CC | Cloud Co
Delgado CC | Coastal AL-Mon
Howard Col | Coastal Bend
Colby CC | North Platte CC
Southern Idaho | MN St CTC
Collin Co | Kilgore
W Wyoming CC | Colorado NW
Dodge City CC | State Fair CC
Eastern Wyoming | Trinidad St JC
Frank Phillips | Lamar CC
NW Florida St | Gadsden St CC
South Plains | Garden City CC
Walters St | Georgia Highlands
Trinity Valley CC | Hill Col
Hutchinson CC | Hesston
Lewis & Clark CC | Jefferson Col
Lincoln Land | Kaskaskia
Lake Region | Northwest WY
McCook CC | Northwest KS Tech
Monroe-NR | Hagerstown CC
New Mexico JC | Panola
Olney | Danville CC IL
Sheridan WY | Williston St
Hibbing CC | Bay Col
Bry & Strat-Milwaukee | Ellsworth CC
Chand-Gilbert | Anoka Ramsey
Gogebic CC | Vermilion CC
Iowa Lakes CC | MN West C&T
N Iowa CC | Kalamazoo Val
Kishwaukee CC | Morton
Wilbur Wright | Prairie St
Independence CC | Grayson Co JC
Aquinas | Doane
Our Lady Lake | Dillard
OK City | Edward Waters
Holy Cross IN | Madonna
York NE | St Mary NE
Virginia Union | Barry
Benedict | LeMoyne-Owen
Miles | Clark Atlanta
IL Wesleyan | DePauw
La Roche | Dominican IL
E New Mexico | NM Highlands
Lane | Paine
Troy | MS Valley St
PSU-Harrisburg | Notre Dame MD
Old Westbury | Simmons
Shorter | Trevecca Naz
LA Valley Col | LA Southwest
C Missouri | Lubbock Chr
Benedictine AZ | Ottawa AZ
Indiana NW | Cornerstone
Keiser | Marian IN
Southeastern FL | Washington Advt
Cowley Co | Murray St CC
C Oklahoma | PR Bayamon
UNLV | UC Santa Barbara
Pomona Pitzer | Dallas Univ
E Texas Bap | Colorado Col
Edgewood | Lakeland
Hanover | Centre
Carleton MN | Caltech
Gwynedd-Mercy | Mt Aloysius
Kings PA | Neumann
Knox | Central IA
St Cloud | Northland
Albany GA | Central St OH
Thomas More | Maryville TN
Claremont M.S. | College of NJ
Embry-Riddle FL | West Liberty
W Washington | MN Crookston
WI Stout | Albion
Ferrum | E Mennonite
Fort Valley St | Kentucky St
SW Univ TX | Concordia TX
Luther IA | Gust Adolphus
Hamilton | SUNYIT
Birmingham So | Le Tourneau
Benedictine IL | IL Tech
CS San Marcos | CSU East Bay
Nicholls St | TX Southern
Wartburg | Beloit
Union NY | St John Fisher
Slippery Rock | Wayne St MI
Wisconsin | Tennessee St
Piedmont Bap | Erskine
Oakland City | Warren Wilson
Wayne St NE | Peru St
Alma | Spring Arbor
Grand Valley St | Concordia MI
Fresno Pacific | Pacific Union
UC Merced | Holy Names
N Michigan | Jamestown
NW Missouri | St Mary KS
Occidental | Bethesda
Quincy | Hannibal-Lagr
Texas Womans | Huston-Tillot
Asbury | Simmons KY
Lewis-Clark ID | Oregon Tech
Lourdes | Great Lakes Chr
Carroll MT | Valley City St
Xavier LA | Carlow
Antelope Val | The Masters
Bethel TN | Lindenwood-Belle
Cent Methodist | Midland NE
Freed-Hardeman | Shawnee St
Hastings | Haskell
Indiana Tech | St Francis IN
Union KY | Indiana-East
SW Assemb God | Jarvis Chr
Taylor IN | Rio Grande
WV Tech | R Morris Chi
St Olaf | J&W CO
Faulkner | Carver Bib
SAU Tech | Eastern OK St
SW Chr TX | Jacksonville Col
St Xavier IL | Wilberforce
Duke | Ball St
Delaware | Lafayette
Missouri | Quinnipiac
Tennessee | UAB
Rutgers | ETSU
Bradley | FL Atlantic
Drexel | Vermont
West Virginia | E Kentucky
Gonzaga | WKU
Fordham | Washington
Washington St | Jacksonville St
Florida St | Iowa
Siena | Wagner
Texas | Michigan
Notre Dame | Oregon St
Harvard | CS Northridge
Drake | South Carolina
Loy Marymount | Robert Morris
SMU | Northern Arizona
Campbellsville | Martin Meth
Columbia MO | Mid Am Nazarene
Eastern Oregon | Paul Quinn
Millsaps | Howard Payne
Univ Sciences | Rollins
Mt San Antonio | Col of the Canyons
Lassen | Contra Costa
Laney | Taft CC
Long Beach City Col | Ohlone
Ventura Col | Santa Monica Col
Pacific OR | Evergreen St
Tyler JC | Seminole St
Concordia IL | Marian WI
St Marys TX | Kutztown
Snow Col | AZ Western
Moberly Area | Highland CC IL
S Georgia Tech | Roane St
Eastern Utah | Bellevue CC
Clackamas CC | Pierce CC
Grays Harbor | Clark CC
Mt Hood CC | SW Oregon CC
Umpqua CC | Olympic
Dawson CC | Treasure Val CC
Concordia QC | Bishops
Laval | UQAM
Thompson Riv | UBC-Okanagan
UPEI | New Brunswick
Acadia | St Fran Xavier
Cape Breton | Memorial
Lakehead | York ON
Laurier | Nipissing
McMaster | Carleton ON
Ottawa ON | Brock
Ryerson | Western ON
Waterloo | Laurentian
Toronto | Windsor
Calgary | Manitoba
Grant MacEwan | Mt Royal
Saskatchewan | Brandon
Univ Lethbridge | Winnipeg
Fraser Val | Northern BC
Trinity Western | Victoria
Loyalist | Centennial Col
Fanshawe | UT-Mississauga
Sheridan ON | Lambton
Niagara ON | Sault
Conestoga | Redeemer
St Thomas NB | Kings NS
Keyano | N Alberta Tech
Concordia AB | Grande Prairie
Ambrose | Briercrest
Lethbridge Col | Red Deer
Augustana AB | Kings AB
Immaculata | PSU-Brandywine
Brescia | Fisk
Charleston WV | Salem WV
Adelphi | Caldwell
Adrian | PSU-Behrend
FL Gulf Coast | American Univ
Assumption | Georgian Court
North Georgia | Auburn Mgomery
Baldwin-Wallace | Wash & Jeff
Bates | U New England
Piedmont | Berry
Mercer | Bowling Green
Tufts | Brandeis
Bridgewater VA | Hollins
Bucknell | Brown
New Hampshire | Bryant
Gallaudet | Bryn Athyn
Buena Vista | Knox
Butler | Illinois St
California PA | WV State
Caltech | Lewis & Clark
Carnegie Mellon | Franciscan OH
MT St-Billings | Carroll MT
Columbus St | Carson-Newman
Case Western | John Carroll
SUNY New Paltz | Catholic
Hendrix | Centenary
Fort Hays St | Chadron St
Jacksonville | Charleston So
S New Hampshire | Chestnut Hill
CT College | Coast Guard
Colgate | Columbia
Colorado St | Cornell
NE Kearney | Col Springs
TX Lutheran | Concordia TX
Emory | Denison
Emory & Henry | Shenandoah
Massachusetts | Fairfield
Howard | F Dickinson
Lewis | Ferris St
WI Platteville | Finlandia
Wittenberg | Franklin IN
VA Wesleyan | Guilford
Hardin-Simmons | SW Univ TX
Stanford | Hawaii
West Chester | Holy Family
Millikin | Illinois Col
Indiana | N Illinois
Indianapolis | Tiffin
Kansas | Iona
James Madison | Winthrop
Mt Union | Kenyon
Oglethorpe | LaGrange
Lenoir Rhyne | W Salem St
Maine | Penn
Wright St | Marist
Whitworth | McMurry
St Anselm | Mercy
S Indiana | Michigan Tech
Wayne St MI | Missouri S&T
SE Missouri St | NJIT
Northwood MI | Ursuline
NYU | Smith
Rensselaer | Wheaton MA
Virginia Tech | Richmond
TX A&M Commerce | SE Oklahoma
Shippensburg | WV Wesleyan
St Josephs ME | S Maine
Trinity CT | St Joseph CT
UNC Asheville | Wofford
Worcester St | Wellesley
Appalachian St | Marshall
Auburn | Louisiana
Oakland | Canisius
Chris Newport | Meredith
IUPUI | VA Commonwealth
Rice | McNeese St
Monmouth NJ | Sacred Heart
UNC Greensboro | NC Pembroke
USC | Nevada
ULM | New Orleans
Northwestern | TN Martin
Stony Brook | Penn St
UT Arlington | San Francisco
LSU | Ark Little Rock
Binghamton | Army
C Michigan | Chattanooga
Keene St | Regis MA
Nebraska | Radford
North Alabama | W Carolina
Vanderbilt | Presbyterian
St Louis | Virginia
WI LaCrosse | Augsburg
Arkansas | Wisconsin
Coastal Car | Memphis
Hofstra | Stetson
Wingate | Limestone
Stonehill | LIU Post
Bellarmine | Lake Erie
Ga Southern | Bethune-Cookman
DYouville | Cazenovia
Duquesne | St Francis PA
Roanoke | Methodist
M Hardin-Baylor | Schreiner
RI College | Roger Williams
UT San Antonio | Weber St
Ashland | Slippery Rock
Bowdoin | MIT
Miami FL | Temple
Old Dominion | Tennessee Tech
Post | Pace
St Thomas FL | Reinhardt
Seton Hall | St Francis NY
Navy | NC A&T
UCF | Villanova
St Josephs PA | Loyola MD
Holy Cross | Albany NY
UTRGV | St Thomas TX
Pittsburgh | Tennessee St
Butler Co-KS | Iowa Western CC
Chipola | Hillsborough CC
South Plains | Lamar CC
Mineral Area | SE Illinois
Monroe-NR | Northern Virginia CC
S Georgia Tech | Pensacola St
Bay Col | Vermilion CC
N Iowa CC | Bry & Strat-Milwaukee
Kalamazoo Val | Ellsworth CC
Hibbing CC | Gogebic CC
Arcadia | Wesley DE
Dominican IL | Maryville TN
Williams | E Connecticut
Widener | Marywood
Misericordia | Mt Aloysius
Diablo Val | Lassen
UC Santa Cruz | Carleton MN
Thomas More | La Roche
