Lakeland CC | Clark St
Delta Col | Wayne Co
Des Moines CC | Iowa Lakes CC
Edison CC | Lorain Co CC
Iowa Cent | Ellsworth CC
Harcum Col | Essex CC
Jackson CC | Glen Oaks CC
Guilford Tech CC | Lenoir CC
Johnson Co | Southeast CC
Wake Tech | Johnston CC
Muskegon CC | Kellogg CC
Kirkwood CC | Southwestern CC
Mid-Michigan CC | Lake Michigan
Mesa CC | Scottsdale CC
Triton Col | Milwaukee Tech
Moraine Val | Elgin CC
Niagara Co | Herkimer Co
Anoka Ramsey | MN West C&T
Passaic Co | Atlantic Cape CC
Central Lakes | Mesabi Range
Onondaga CC | Corning CC
Jefferson CC | Finger Lakes CC
Owens CC | Hocking
Northland CTC | Itasca CC
Rock Valley | Joliet JC
Sussex Co CC | Gloucester Co
Tompkins Cortland | Broome CC
Macomb CC | Henry Ford CC
Louisburg | USC Salkehatchie
Raritan Val | Orange Co
Midway | Asbury
Spring Arbor | Bethel IN
Loyola NO | Blue Mtn
Central Bap | Harris-Stowe
SW Assemb God | Central Chr
Cincinnati Chr | IN Southeast
Coastal GA | Thomas GA
Jamestown | Doane
Evangel | Graceland
Mt Marty | Hastings
Huntington | IN Wesleyan
John Brown | Mid-Am Chr
Rocky Mtn | Lewis-Clark ID
Milligan | TN Wesleyan
Northwestern IA | St Mary NE
Our Lady Lake | Univ of Southwest
Park | Williams Bap
Dickinson St ND | Viterbo
Alabama A&M | MS Valley St
Messiah | Arcadia
Auburn Mgomery | Shorter
FL Southern | Barry
Williams | Bates
Benedict | Clark Atlanta
Bentley | St Rose
Howard | Bethune-Cookman
Chestnut Hill | Bloomfield
Notre Dame MD | Centenary NJ
Drew | Goucher
DYouville | Mt Aloysius
E Nazarene | Lesley
Roger Williams | Gordon
Greensboro | Peace
LeMoyne-Owen | Lane
Lincoln PA | St Augustines
Virginia St | Livingstone
Pitt-Greensburg | Medaille
Merrimack | Pace
Montclair St | R Stockton
SE Oklahoma | S Arkansas
S Francisco St | Sonoma St
Stevenson | Widener
Butte Col | Shasta Col
Lassen | Feather River
Col of the Sequoias | Fresno City Col
Merced Col | West Hills-Lemoore
Siskiyous | Col of the Redwoods
Reedley | Taft CC
Babson | Coast Guard
Wilson | Summit
Antelope Val | Benedictine AZ
William Penn | Benedictine KS
Bethel KS | York NE
Bethel TN | Wm Carey
Bluefield VA | Point
Concordia NE | Briar Cliff
Cal Maritime | Pacific Union
Governors St | Calumet-St Jos
Campbellsville | Lindsey Wilson
Card Stritch | St Xavier IL
Cent Methodist | Mt Mercy
Cumberland TN | Georgetown KY
Pikeville | Cumberlands KY
Mayville St | Dakota St
Dillard | Talladega
Morningside | Dordt
Mobile | Faulkner
Martin Meth | Florida Col
Marian IN | Grace IN
MO Baptist | Hannibal-Lagr
St Ambrose | Holy Cross IN
IN S Bend | Trinity Chr
St Francis IL | Judson IL
TX Wesleyan | Langston
Shawnee St | Life
LSU-Alexandria | St Thomas TX
Stillman | Mid Georgia
Reinhardt | Montreat
Point Park | Ohio Chr
Ottawa KS | Southwestern KS
Wayland | SW Christian
Wm Woods | St Louis Pharm
Tabor | Sterling
Northwest WA | Walla Walla
Salt Lake CC | Snow Col
Manor | Co Col Morris
Parkland | Kankakee CC
MN St CTC | Ridgewater
N Arkansas | National Park
Vermilion CC | Fond du Lac T&CC
Rainy River CC | Lake Superior CC
Carson-Newman | Queens NC
Lincoln Mem | Catawba
Charleston WV | West Liberty
SW Univ TX | Dallas Univ
Cal Lutheran | Occidental
Benedictine IL | Edgewood
Lakeland | Dominican IL
Hamline | Carleton MN
WI Lutheran | Marian WI
North Park | Carroll WI
MN Morris | Northland
Immaculata | Gwynedd-Mercy
Anderson SC | Newberry
Luther IA | Central IA
Fort Valley St | Albany GA
T Jefferson | Post
Lubbock Chr | St Marys TX
Clark MA | Wheaton MA
Westminster PA | Grove City
Ithaca | Clarkson
Baldwin-Wallace | Wilmington OH
Mt St Mary NY | Merchant Marine
UT Arlington | Coastal Car
Albion | Alma
Concordia IL | IL Tech
Bethel MN | Concordia Mhd
Lake Forest | Cornell IA
Jackson St | Alcorn St
NYIT | Dist Columbia
Dubuque | Buena Vista
TX A&M Commerce | Texas Womans
JC Smith | Eliz. City St
Elizabethtown | Susquehanna
Wheaton IL | Elmhurst
Savannah St | Florida A&M
UT Dallas | Le Tourneau
Framingham St | Salem MA
Le Moyne | Franklin Pierce
St Catherine | Gust Adolphus
Lyndon St | Thomas ME
Baruch | Lehman
Northwestern MN | Luther MN
Trine | St Marys IN
Embry-Riddle FL | Palm Beach Atl
SUNY-Cobleskill | Lancaster Bib
Rogers St | Arkansas-FS
Simon Fraser | Concordia OR
Westminster UT | Metro St
Jacksonville | Liberty
St Norbert | Knox
St Francis PA | LIU Brooklyn
St Thomas MN | Augsburg
Monmouth IL | Beloit
Morgan St | S Carolina St
W Connecticut | Plymouth St
Robert Morris | St Francis NY
Vassar | Rochester Tech
Wash & Jeff | Bethany WV
St Benedict | St Olaf
Union NY | St Lawrence
WI Parkside | Wayne St MI
Westfield St | Bridgewater MA
Cabrini | Wesley DE
WI Platteville | WI Stout
Col Springs | Adams St
Maranatha Bap | Silver Lake
Oakland City | Fisk
Piedmont Bap | Salem NC
Trinity TX | J&W CO
St Thomas FL | Ave Maria
Lyon | Lindenwood-Belle
Siena Hts | Madonna
Roosevelt | Trinity IL
Simpson CA | UC Merced
Wm Jessup | San Diego Chr
Lawrence Tech | Concordia MI
Waldorf | Presentation
Harper | Col of Dupage
Hudson Val | Monroe-Bronx
Memorial | Acadia
McMaster | Laurier
Brock | Waterloo
Ottawa ON | Laurentian
Queens ON | Toronto
Ryerson | York ON
Carleton ON | Nipissing
Union KY | Allen
Baker KS | Grand View
Bryan | St Andrews
Truett-McConnell | Columbia Intl
Culver-Stockton | Missouri Val
Embry-Riddle AZ | La Sierra
Friends | St Mary KS
St Francis IN | Goshen
Paul Quinn | Jarvis Chr
Olivet Naz | R Morris Chi
Wiley | Texas Col
Ottawa AZ | Life Pacific
Columbia SC | Brenau
Philander Smith | Tougaloo
McPherson | Avila
Indiana-East | Carlow
KS Wesleyan | OK Wesleyan
Menlo | Vanguard
The Masters | Westmont
Clarendon | Lamar CC
Jackson St CC | SW Tennessee
Arizona Chr | Hope Intl
SE Illinois | Rend Lake
Suffolk Co-Selden | Kingsborough
Skagit Val CC | Bellevue CC
Big Bend CC | Yakima Val CC
Wenatchee Val CC | Blue Mountain CC
Centralia Col | Lower Columbia
Chemekata CC | SW Oregon CC
Umpqua CC | Clackamas CC
Edmonds CC | Peninsula
Everett CC | Whatcom CC
Grays Harbor | Pierce CC
S Puget Sound CC | Green River CC
Highline CC | Tacoma CC
Lane CC | Portland CC
Mt Hood CC | Linn-Benton CC
North Idaho | Walla Walla CC
Olympic | Shoreline CC
Spokane CC | Treasure Val CC
Loyalist | Georgian
Conestoga | Mohawk
Humber | St Clair
Lambton | Sheridan ON
NB-St John | Holland
Kings NS | Crandall
MS Vincent NS | St Thomas NB
Medicine Hat | Ambrose
Allan Hancock | Bakersfield Col
S Maine Tech | Paul Smiths
PSU-Hazleton | PSU Wilkes-Barre
PSU-Brandywine | PSU York
PSU-Scranton | PSU-Schuylkill
PSU-Beaver | PSU-Fayette
Sarah Lawrence | Vaughn
Tuskegee | Kentucky St
Col of Idaho | Multnomah Bib
Edward Waters | Southern N.O.
Freed-Hardeman | Stephens
Rochester MI | MI Dearborn
Nassau CC | UConn-AP
Rio Hondo | Mt San Jacinto
Ventura Col | Palomar Col
Cape Breton | New Brunswick
UPEI | St Marys NS
Western ON | Algoma
Windsor | Lakehead
Concordia QC | Bishops
Alberta | Brandon
Regina | UBC-Okanagan
Calgary | Grant MacEwan
Univ Lethbridge | Mt Royal
Thompson Riv | Winnipeg
Northern BC | Manitoba
Fraser Val | Victoria
Brit Columbia | Trinity Western
Capilano | Vancouver Island
Augustana AB | Grande Prairie
Lakeland AB | Concordia AB
N Alberta Tech | Kings AB
Lethbridge Col | St Marys AB
S Alberta Tech | Red Deer
Fisher | Vermont Tech
NH Tech | Bristol CC
N Country CC | Albany Pharmacy
Transylvania | Manchester
Miami-Dade | ASA Miami
Gadsden St CC | Snead St
Grayson Co JC | SW Chr TX
Luzerne Co CC | Montgomery Co CC
Oklahoma S&A | Bacone
Huston-Tillot | LSU Shreveport
Ark Baptist | Southern-Shreve
Lincoln Col | Haskell
Lewis & Clark CC | Jefferson Col
Lincoln Trail | Shawnee CC
MO Western | Emporia St
SUNY Canton | ME Presque Isle
Huntingdon | Agnes Scott
Texas A&M | Alabama
Berea | Maryville TN
Birmingham So | Hendrix
Bradley | Indiana St
Case Western | Brandeis
NYU | Carnegie Mellon
St Elizabeth | Cazenovia
Chicago | Emory
Trinity CT | Colby
Col Charleston | William & Mary
Drexel | Delaware
Detroit | IL Chicago
UNC Wilmington | Elon
Illinois St | Evansville
Georgia | Tennessee
Indiana | Wisconsin
James Madison | Northeastern
Keuka | Penn Col Tech
Massachusetts | La Salle
Northern Iowa | Loyola-Chicago
NC Wesleyan | Mary Baldwin
Rhodes | Millsaps
Missouri St | S Illinois
Morrisville St | PSU-Abington
Oglethorpe | Sewanee
Washington StL | Rochester NY
Piedmont | Brevard
DePaul | Villanova
Marquette | Georgetown
IUPUI | Oakland
Mississippi | Kentucky
Roberts Wslyn | Molloy
NC State | Virginia
Syracuse | North Carolina
W Illinois | North Dakota
Purdue | Northwestern
Notre Dame | Wake Forest
Seton Hall | Providence
Rider | Siena
Boston College | Pittsburgh
Fordham | St Louis
South Carolina | LSU
Rutgers | Nebraska
West Virginia | Oklahoma
St Josephs PA | St Bonaventure
Arkansas | Vanderbilt
Connecticut | South Florida
Drake | Valparaiso
Florida | Missouri
Towson | Hofstra
Kansas | Kansas St
Creighton | St Johns
Duquesne | George Mason
PSU-Berks | Wells
Stanford | Arizona
Arizona St | California
Washington St | Colorado
Oregon | UCLA
Oregon St | USC
Utah | Washington
UCF | Cincinnati
Clemson | Florida St
Louisville | Georgia Tech
Lake Region | Dawson CC
Miles CC | ND St Science
Catawba Val | Lenoir CC
Nassau CC | CC of RI
Niagara Co | Fulton-Mont
Valley City St | Bellevue
New Rochelle | City Col NY
Greensboro | Methodist
Berry | Centre
SUNYIT | Lancaster Bib
MO St Louis | McKendree
Daemen | Queens NY
Dakota Wesleyan | Midland NE
Washington Advt | Warren Wilson
ME Ft Kent | Apprentice
Trinidad St JC | Clarendon
Humber | Lambton
Fanshawe | UT-Mississauga
Sheridan ON | St Clair
St Thomas NB | Kings NS
Mt Allison | Holland
MS Vincent NS | NB-St John
Central Penn | Pratt Inst
Northwest WA | Walla Walla
Fisher | NH Tech
Acadia | Memorial
Eureka | MacMurray
Lindenwood | Lincoln MO
Alabama A&M | Ark Pine Bluff
Grambling | Alcorn St
Norfolk St | Bethune-Cookman
Bowie St | Fayetteville St
Claremont M.S. | Caltech
Mt St Marys | Central Conn
Wagner | F Dickinson
WI Superior | Finlandia
Gwynedd-Mercy | Valley Forge
Husson | S Maine
Iowa | Minnesota
Lincoln PA | Shaw NC
Robert Morris | LIU Brooklyn
Bowdoin | ME Presque Isle
N Central MN | Mt Mary
Worcester St | Nichols
Whittier | Occidental
Rutgers-Camden | Wilkes
Mississippi St | Auburn
Sacred Heart | Bryant
Delaware St | NC Central
Tuskegee | Central St OH
S Carolina St | Coppin St
NC A&T | MD E Shore
Montana St | N Colorado
Wesleyan CT | NJ City
Albany Tech | So Crescent Tech
Pratt CC | Barton Co
Bismarck St | Dakota-Bottineau
Butler Co-KS | Cloud Co
Chattahoochee Val | Coastal AL-BM
E Mississippi CC | Coahoma CC
Wallace CC-Selma | Coastal AL-Mon
Cowley Co | Coffeyville CC
Dodge City CC | Colby CC
Connors St | NE OK A&M
Copiah-Lincoln | East Central CC
N OK-Tonkawa | Eastern OK St
Northeastern JC | Eastern Wyoming
Lurleen Wallace | Enterprise St
Howard Col | Frank Phillips
Lawson St | Gadsden St CC
Seward Co | Garden City CC
Meridian CC | Hinds CC
MS Delta | Holmes CC
Hutchinson CC | Northwest KS Tech
Independence CC | Neosho Co
Iowa Western CC | Labette CC
Jones Co CC | Pearl River CC
Bry & Strat-Milwaukee | Kennedy-King
MS Gulf Coast | SW Mississippi
Seminole St | Murray St CC
South Plains | New Mexico JC
Northeast CC | North Platte CC
NW Mississippi | NE MS CC
N OK-Enid | Redlands CC
Odessa | Western Texas
Shelton St | Snead St
United Tribes | Williston St
Judson IL | Silver Lake
MS Valley St | Alabama St
Chowan | Livingstone
Clark Atlanta | Paine
Medaille | DYouville
Spring Hill | LeMoyne-Owen
Xavier LA | Philander Smith
Talladega | Southern N.O.
Ark Baptist | National Park
Pomona Pitzer | Cal Lutheran
Claflin | Albany GA
W Salem St | Eliz. City St
Southern Univ | Jackson St
Ohio St | Michigan St
Virginia Union | St Augustines
St Francis NY | St Francis PA
LaGrange | Johnson TN
IN Southeast | Oakland City
Mt Holyoke | Green Mtn
Wilberforce | Lourdes
Rust | Tougaloo
Milligan | Columbia SC
ME Augusta | Paul Smiths
Warren Wilson | Christendom
St Joseph VT | Albany Pharmacy
C Maine Tech | PSU-Scranton
Kentucky St | Miles
Allen | Montreat
Dillard | Edward Waters
JC Smith | Virginia St
Averett | Pfeiffer
Nazareth | Alfred
Bates | Norwich
Becker | S Vermont
Hamilton | Brockport St
Cameron | Midwest TX St
Winthrop | Campbell
Carroll MT | MT Tech
Radford | Charleston So
ME Maritime | Colby
Concordia CA | Hawaii Hilo
SUNY New Paltz | Cortland St
NW Nazarene | C Washington
St Peters | Fairfield
Hartwick | Utica
Hawaii Pacific | Point Loma
North Alabama | Jacksonville
Plymouth St | Johnson St
Le Moyne | S New Hampshire
Marist | Monmouth NJ
Rivier | ME Farmington
NYU | York NY
SUNY Oneonta | Oswego St
Wayland | Panhandle St
Wheaton MA | Pine Manor
VA Wesleyan | Randolph Macon
St Anselm | S Connecticut
N England Col | Elms
North Florida | Stetson
UNC Asheville | SC Upstate
Gardner Webb | Presbyterian
St John Fisher | Elmira
Mitchell | E Nazarene
Hampton | Longwood
NJIT | Lipscomb
Middlebury | Smith
SMU | Wichita St
SUNY Canton | Alfred St
Merchant Marine | Farmingdale
George Fox | Linfield
Mt St Mary NY | St Josephs LI
Stevens Tech | Russell Sage
Vassar | Skidmore
Newbury | Dean
Baton Rouge CC | Bishop St
Crowder | N Central MO
Monroe-NR | Sullivan Co
Sauk Valley CC | Black Hawk-M
Frederick CC | CCBC Catonsville
Morton | Lake Co
Genesee CC | Herkimer Co
Union Co | Harcum Col
Illinois Val | Kishwaukee CC
Moraine Val | McHenry Co
Gloucester Co | Atlantic Cape CC
Middlesex Co | Bergen CC
Massasoit CC | Bristol CC
Monroe-Bronx | Bronx CC
Brookdale CC | Ocean Co
Jefferson CC | Cayuga CC
Tompkins Cortland | Corning CC
UConn-AP | Gateway CC
Luzerne Co CC | Harrisburg Area CC
Onondaga CC | Broome CC
Clinton JC | USC Salkehatchie
Langston | Central Chr
Midway | Kentucky Chr
Merrimack | Adelphi
Lesley | Bay Path
Santa Rosa JC | American River
Sierra Col | Cosumnes River
Diablo Val | San Joaquin Delta
Folsom Lake | Modesto JC
Cincinnati Chr | Ohio Chr
Columbia MO | Col Ozarks
Indiana-East | IU Kokomo
Mercer Co | Manor
Elgin CC | Oakton CC
Kingsborough | Bor Manhattan
Truman Col | Harper
Liberty | Kennesaw
TX Lutheran | SW Univ TX
St Josephs ME | Colby-Sawyer
Geneseo St | Rochester Tech
Howard | Morgan St
Old Westbury | Purchase
Dominican CA | Fresno Pacific
Mt St Vincent | Sarah Lawrence
Union NY | Bard
Blackburn | Principia
Salem WV | WV Wesleyan
Univ Ozarks | Dallas Chr
New Rochelle | Pratt Inst
Carlow | Bluefield WV
Dalhousie | St Marys NS
WV Tech | Alice Lloyd
Asbury | Rio Grande
Warner Pacific | Multnomah Bib
Lincoln Col | Crowleys Ridge
Philadelphia CC | Raritan Val
Loyalist | Centennial Col
Durham | George Brown
ME Machias | Vermont Tech
PSU-Fayette | PSU-DuBois
PSU York | PSU-Scranton
PSU-Brandywine | PSU Wilkes-Barre
St Joseph VT | Vaughn
PSU-Lehigh Val | PSU-Schuylkill
PSU-Gtr Allegheny | PSU-Mont Alto
Burlington Co | Essex CC
Sussex Co CC | Montgomery Co CC
Abilene Chr | Houston Bap
Adrian | Olivet MI
Piedmont | Agnes Scott
E Michigan | Akron
Trine | Albion
Albright | Alvernia
Oberlin | Allegheny
Concordia IL | Alverno
Bentley | American Intl
Auburn Mgomery | Fort Valley St
Augsburg | Hamline
Augusta | NC Pembroke
Augustana IL | Wheaton IL
Peace | Averett
Baldwin-Wallace | John Carroll
Buffalo | Ball St
Barton | Mt Olive
Belmont Abbey | Converse
Bethany Luth | N Central MN
Binghamton | UMBC
Bloomsburg | Millersville
Bluffton | Manchester
Colgate | Boston Univ
N Illinois | Bowling Green
Wash & Lee | Bridgewater VA
Brooklyn Col | John Jay
Dickinson | Bryn Mawr
Bucknell | Lehigh
Wartburg | Buena Vista
Rosemont | Cairn
Caldwell | Nyack
California PA | Pitt-Johnstown
Chapman | Caltech
Calvin | Kalamazoo
Capital | Heidelberg
Card Stritch | Trinity IL
Carson-Newman | Tusculum
Elizabethtown | Catholic
Cazenovia | SUNY-Cobleskill
Cent Arkansas | Incarnate Word
St Vincent | Chatham
Holy Family | Chestnut Hill
City Col NY | Lehman
Claremont M.S. | Whittier
Slippery Rock | Clarion
Coast Guard | Clark MA
Clayton St | Georgia C&S
Coe | NE Wesleyan
Lenoir Rhyne | Coker
Georgia SW | Columbus St
Crown MN | Luther MN
Curry | Wentworth Tech
Davidson | Richmond
Defiance | Earlham
Denison | Wooster
DeSales | Manhattanville
Pitt-Bradford | DYouville
Misericordia | Eastern Univ
FL Southern | Eckerd
MA Dartmouth | E Connecticut
Elmhurst | Millikin
E Mennonite | Shenandoah
Emmanuel GA | S Wesleyan
Emporia St | Fort Hays St
Fitchburg St | MA Liberal Arts
SC Aiken | Flagler
Spalding | Fontbonne
Franciscan OH | PSU-Altoona
Lander | Francis Marion
Transylvania | Franklin IN
Ursinus | Frank & Marsh
Frostburg St | PSU-Harrisburg
Gallaudet | PSU-Abington
Thiel | Geneva
George Mason | Massachusetts
Juniata | Goucher
Greenville | Webster Univ
Wash & Jeff | Grove City
Lynchburg | Guilford
G Washington | La Salle
Gwynedd-Mercy | Wesley DE
Hartford | Maine
Johns Hopkins | Haverford
Kenyon | Hiram
Stevenson | Hood
Monmouth IL | Illinois Col
IL Wesleyan | N Central IL
Northwestern | Indiana
West Virginia | Iowa St
Kansas St | Texas
Ohio | Kent
Keuka | Morrisville St
Keystone | Summit
Kings PA | Wilkes
Lees-McRae | King TN
Mansfield | Kutztown
WI Lutheran | Lakeland
Lamar | SE Louisiana
Messiah | Lebanon Val
Lincoln Mem | Mars Hill
Shippensburg | Lock Haven
S Maine | MA Boston
Westminster MO | MacMurray
Marietta | Mt Union
Mary Washington | St Marys MD
McDaniel Col | Swarthmore
Post | Mercy
Seton Hill | Mercyhurst
MN Morris | Northwestern MN
Wilmington OH | Muskingum
W Illinois | NE Omaha
Wingate | Newberry
Vermont | New Hampshire
Roger Williams | Nichols
North Georgia | Young Harris
Redlands | Occidental
Otterbein | Ohio Northern
Wittenberg | Ohio Wesleyan
St Elizabeth | Penn Col Tech
Thomas Aquinas | Queens NY
Rutgers-Newark | Ramapo
Roanoke | Randolph Col
Salisbury | York PA
Tampa | St Leo
Toledo | W Michigan
Trinity CT | W New England
Tufts | Worcester St
WI Eau Claire | WI Platteville
WI LaCrosse | WI Stevens Pt
WI Whitewater | WI Oshkosh
UNLV | Air Force
American Univ | Loyola MD
Baylor | Kansas
Boise St | Nevada
S Virginia | Chris Newport
Miami OH | C Michigan
Dayton | St Bonaventure
Dist Columbia | Molloy
Rider | Iona
New Mexico | San Diego St
Notre Dame | Virginia Tech
Villanova | Penn
Rutgers | Purdue
Utah St | San Jose St
Army | Lafayette
Delaware Val | FDU Madison
Duquesne | St Josephs PA
Gannon | Edinboro
VA Commonwealth | Fordham
Nova SE | Lynn
MIT | Wellesley
Rhode Island | St Louis
TAM C. Christi | Sam Houston St
TCU | Texas Tech
Cincinnati | Temple
Erskine | North Greenville
ETSU | Furman
Wm Paterson | Montclair St
Springfield | Worcester Tech
Tennessee Tech | Tennessee St
Aquinas | Cornerstone
Connecticut | Tulane
Gettysburg | Muhlenberg
Mt St Joseph | Hanover
Kean | NJ City
Washburn | NE Kearney
Rowan | Rutgers-Camden
SUNYIT | Wells
Emerson | Fisher
Allen | Reinhardt
RI College | Castleton
Endicott | U New England
Hunter | Medgar Evers
McNeese St | Nicholls St
Smith | Mt Holyoke
New Haven | St Michaels
SF Austin | New Orleans
UCF | Tulsa
Navy | Holy Cross
Albany NY | MA Lowell
Taylor IN | Bethel IN
Doane | Hastings
Rust | Fisk
Mt Vernon Naz | Goshen
Governors St | Holy Cross IN
IN Wesleyan | Grace IN
Georgia Highlands | Albany Tech
Butler Co-KS | Allen Co
Angelina | Jacksonville Col
ASA Miami | Indian River
Baltimore City CC | Prince Georges
Barton Co | Dodge City CC
Blinn | Bossier Parish
Miami-Dade | Broward CC
Casper College | Sheridan WY
C Arizona | Scottsdale CC
Cent Georgia Tech | East Georgia Col
Laramie Co | Cent Wyoming
Chatt St Tech | Roane St
Chipola | Pensacola St
Weatherford | Cisco JC
Walters St | Cleveland St CC
Cloud Co | Coffeyville CC
Kilgore | Coastal Bend
Cochise | Glendale AZ
Colby CC | Northwest KS Tech
Santa Fe CC | Col Cent Florida
Collin Co | Temple Col
Daytona St | St Petersburg
Gillette | Eastern Wyoming
Frank Phillips | Trinidad St JC
Hutchinson CC | Garden City CC
Harford CC | Cecil Col
Hill Col | McLennan CC
Mineral Area | Jefferson Col
John Logan | Rend Lake
StL CC-Meramec | Kaskaskia
Northeastern JC | Lamar CC
Wabash Val | Lincoln Trail
Moberly Area | State Fair CC
W Wyoming CC | Northwest WY
NW Florida St | Tallahassee CC
Olney | Shawnee CC
Tyler JC | Panola
Trinity Valley CC | Paris JC
Seward Co | Pratt CC
Ranger | SW Chr TX
S Georgia Tech | So Crescent Tech
Vincennes | SW Illinois
Chesapeake | Allegany MD
Mott CC | Alpena CC
Mid-Michigan CC | Ancilla
Bay Col | Gogebic CC
Brunswick CC | Johnston CC
Chand-Gilbert | Mesa CC
Montgomery-R | Southern MD
Lakeland CC | Cuyahoga CC
N Iowa CC | Des Moines CC
Grand Rapids CC | Glen Oaks CC
Iowa Cent | Little Priest
Iowa Lakes CC | Southwestern CC
Lake Michigan | Jackson CC
Kellogg CC | Kalamazoo Val
Kirkwood CC | Southeastern CC
Macomb CC | St Clair Co
Rock Valley | Milwaukee Tech
Wake Tech | Patrick Henry CC
Pima CC | Phoenix Col
Wayne Co | Schoolcraft
Sinclair CC | Hocking
South Mtn | Tohono Oodham
Triton Col | Joliet JC
Wilbur Wright | Harper
Anoka Ramsey | MN St CTC
Central Lakes | Vermilion CC
Madison Col | Col of Dupage
Columbus St CC | Lorain Co CC
Northland CTC | Hibbing CC
Itasca CC | Mesabi Range
MN West C&T | St Cloud Tech
Western Tech | Rochester C&T
Owens CC | Bry & Strat-Cleveland
Delta Col | Henry Ford CC
Dordt | Mt Marty
Mid Am Nazarene | Graceland
MI Dearborn | Northwestern OH
Northwestern IA | Dakota Wesleyan
Amherst | Williams
Widener | Arcadia
Barry | Palm Beach Atl
Felician | Bloomfield
Notre Dame MD | Bryn Athyn
Centenary NJ | Cedar Crest
College of NJ | R Stockton
Drew | Moravian
Salve Regina | Gordon
Greensboro | Pfeiffer
Hilbert | Medaille
Thomas ME | ME Presque Isle
Mt Aloysius | Pitt-Greensburg
Shaw NC | Paine
Stonehill | St Rose
Siskiyous | Butte Col
Cabrillo | Gavilan
Chabot | Las Positas
Cypress | Copper Mtn
Grossmont | Col of the Desert
Fresno City Col | Taft CC
Fullerton Col | Santa Ana Col
Glendale CA | Santa Monica Col
Imperial Val | San Bernardino Val
Irvine Valley | Saddleback
Solano CC | Laney
Shasta Col | Lassen
Merced Col | Col of the Sequoias
MiraCosta | SD City Col
Mission | Monterey Peninsula
Mt San Jacinto | San Diego Mesa
Riverside CC | Orange Coast
Palomar Col | Southwestern CA
West Hills-Lemoore | Porterville
City Col San Fran | Col San Mateo
Bluefield VA | Columbia SC
Cent Methodist | Baker KS
Missouri Val | Benedictine KS
Bethany KS | Southwestern KS
Bryan | Point
Trinity Chr | Calumet-St Jos
Clarke | Mt Mercy
Marian IN | Huntington
Olivet Naz | IN S Bend
Judson IL | St Ambrose
KS Wesleyan | Sterling
Rochester MI | Lourdes
Tabor | McPherson
Montreat | TN Wesleyan
Morningside | St Mary NE
OK Wesleyan | St Mary KS
St Francis IL | St Xavier IL
Cowley Co | Neosho Co
Lake Superior CC | Fond du Lac T&CC
Catawba | Queens NC
Concordia WI | IL Tech
La Verne | Cal Lutheran
Edgewood | Marian WI
LaGrange | Wesleyan GA
Carthage | Carroll WI
Marywood | Neumann
Simpson IA | Central IA
St Scholastica | Northland
C Missouri | Lincoln MO
Dominican IL | Milwaukee Eng
Waynesburg | Bethany WV
PSU-Behrend | Westminster PA
Univ Sciences | Wilmington DE
St Marys MN | Concordia Mhd
Dominican NY | Concordia NY
Cornell IA | Grinnell
Indiana PA | E Stroudsburg
Eureka | Iowa Wesleyan
Hollins | Ferrum
Embry-Riddle FL | Florida Tech
Westfield St | Framingham St
Pace | Franklin Pierce
Gust Adolphus | Macalester
Hope | St Marys IN
Aurora | Benedictine IL
Salem NC | Methodist
PSU-Berks | Lancaster Bib
Maryville TN | Covenant
Cabrini | Immaculata
W Connecticut | Keene St
St Norbert | Lake Forest
NYIT | LIU Post
Loras | Luther IA
Ripon | Beloit
T Jefferson | Georgian Court
Staten Island | Baruch
Rose-Hulman | Anderson IN
St Benedict | St Catherine
St Thomas MN | Bethel MN
Bridgewater MA | Salem MA
Scranton | Susquehanna
WI Stout | WI River Falls
Lyndon St | Green Mtn
Siena Hts | Lawrence Tech
Milligan | Columbia Intl
Grand View | Peru St
Indiana Tech | Concordia MI
Cape Breton | St Fran Xavier
Guelph | Brock
Windsor | Waterloo
St Andrews | Brenau
Concordia NE | Midland NE
William Penn | Culver-Stockton
Friends | Ottawa KS
R Morris Chi | Roosevelt
St Francis IN | Spring Arbor
Union KY | Truett-McConnell
St Olaf | Carleton MN
Bethel KS | Avila
FL Memorial | Florida National
Jackson St CC | Ark Baptist
Lake Land IL | SE Illinois
Whatcom CC | Bellevue CC
Yakima Val CC | Blue Mountain CC
Centralia Col | S Puget Sound CC
Chemekata CC | Portland CC
Clackamas CC | Linn-Benton CC
Mt Hood CC | Clark CC
Spokane CC | Columbia Basin
Olympic | Edmonds CC
Everett CC | Shoreline CC
Grays Harbor | Highline CC
Tacoma CC | Green River CC
Lower Columbia | Pierce CC
Wenatchee Val CC | North Idaho
Peninsula | Skagit Val CC
Umpqua CC | SW Oregon CC
Walla Walla CC | Treasure Val CC
Lambton | Conestoga
Fanshawe | Redeemer
Humber | UT-Mississauga
S Maine Tech | Unity
C Maine Tech | NH Tech
Eastern Arizona | AZ Western
Potomac St-WVU | Garrett
Lincoln Chr | Andrews
Claflin | Virginia St
E Florida St | Hillsborough CC
ME Machias | Paul Smiths
Cape Fear CC | Denmark Tech
Edison CC | Clark St
Muskegon CC | Lansing CC
Louisburg | Guilford Tech CC
Alabama | Tennessee
AL Huntsville | West Alabama
Angelo St | Permian Basin
Arkansas-FS | St Edwards
Ark Little Rock | Texas St
Ashland | Saginaw Val
SIUE | Austin Peay
Ave Maria | Webber
Wm Jewell | Bellarmine
Belmont | Jacksonville St
CS San Bern. | Cal St-LA
Point Loma | Chaminade
